0, 1109.183837890625
1, 519.330078125
2, 407.42974853515625
3, 345.4647521972656
4, 312.9715576171875
5, 291.3680419921875
6, 272.8800048828125
7, 259.2185363769531
8, 246.1160430908203
9, 235.7366180419922
10, 225.7827606201172
11, 217.75454711914062
12, 209.51266479492188
13, 203.08746337890625
14, 196.25027465820312
15, 190.9219970703125
16, 185.39962768554688
17, 180.85096740722656
18, 175.92416381835938
19, 172.29376220703125
20, 167.94430541992188
21, 164.54612731933594
22, 160.77244567871094
23, 158.1618194580078
24, 154.79156494140625
25, 152.36581420898438
26, 149.35516357421875
27, 147.27540588378906
28, 144.5906982421875
29, 142.67745971679688
30, 140.214111328125
31, 138.76312255859375
32, 136.75877380371094
33, 135.21189880371094
34, 132.89418029785156
35, 131.58367919921875
36, 129.5563201904297
37, 128.2491455078125
38, 126.2594985961914
39, 125.27259063720703
40, 123.66253662109375
41, 122.45149230957031
42, 120.89901733398438
43, 119.6568832397461
44, 118.35479736328125
45, 117.15154266357422
46, 115.76238250732422
47, 114.88184356689453
48, 113.4546127319336
49, 112.38794708251953
50, 111.10501861572266
51, 110.31964111328125
52, 108.9133071899414
53, 108.10150909423828
54, 106.96259307861328
55, 106.0848159790039
56, 104.98040771484375
57, 104.10266876220703
58, 102.93733978271484
59, 102.32351684570312
60, 101.38518524169922
61, 100.8683090209961
62, 99.91925811767578
63, 99.03565979003906
64, 98.19647216796875
65, 97.56558990478516
66, 96.6424560546875
67, 95.97880554199219
68, 95.09585571289062
69, 94.5423583984375
70, 93.74079895019531
71, 93.16114807128906
72, 92.3986587524414
73, 91.907958984375
74, 91.01969909667969
75, 90.48712158203125
76, 89.68560028076172
0, 1102.501708984375
